360 	 6 	 7 	0	 -4.0 	 -3.0 	0	 16.0 	 -3.0 	0	 16.0 	 17.0 	0	 -4.0 	 17.0 	0	
361 	 6 	 29 	0	 -4.0 	 19.0 	0	 16.0 	 19.0 	0	 16.0 	 39.0 	0	 -4.0 	 39.0 	0	
362 	 6 	 51 	0	 -4.0 	 41.0 	0	 16.0 	 41.0 	0	 16.0 	 61.0 	0	 -4.0 	 61.0 	0	
363 	 6 	 73 	0	 -4.0 	 63.0 	0	 16.0 	 63.0 	0	 16.0 	 83.0 	0	 -4.0 	 83.0 	0	
364 	 28 	 7 	0	 18.0 	 -3.0 	0	 38.0 	 -3.0 	0	 38.0 	 17.0 	0	 18.0 	 17.0 	0	
365 	 28 	 95 	0	 18.0 	 85.0 	0	 38.0 	 85.0 	0	 38.0 	 105.0 	0	 18.0 	 105.0 	0	
366 	 28 	 73 	0	 18.0 	 63.0 	0	 38.0 	 63.0 	0	 38.0 	 83.0 	0	 18.0 	 83.0 	0	
367 	 50 	 7 	0	 40.0 	 -3.0 	0	 60.0 	 -3.0 	0	 60.0 	 17.0 	0	 40.0 	 17.0 	0	
368 	 50 	 95 	0	 40.0 	 85.0 	0	 60.0 	 85.0 	0	 60.0 	 105.0 	0	 40.0 	 105.0 	0	
369 	 72 	 7 	0	 62.0 	 -3.0 	0	 82.0 	 -3.0 	0	 82.0 	 17.0 	0	 62.0 	 17.0 	0	
370 	 72 	 95 	0	 62.0 	 85.0 	0	 82.0 	 85.0 	0	 82.0 	 105.0 	0	 62.0 	 105.0 	0	
371 	 94 	 7 	0	 84.0 	 -3.0 	0	 104.0 	 -3.0 	0	 104.0 	 17.0 	0	 84.0 	 17.0 	0	
372 	 94 	 29 	0	 84.0 	 19.0 	0	 104.0 	 19.0 	0	 104.0 	 39.0 	0	 84.0 	 39.0 	0	
373 	 94 	 51 	0	 84.0 	 41.0 	0	 104.0 	 41.0 	0	 104.0 	 61.0 	0	 84.0 	 61.0 	0	
374 	 94 	 73 	0	 84.0 	 63.0 	0	 104.0 	 63.0 	0	 104.0 	 83.0 	0	 84.0 	 83.0 	0	
375 	 94 	 95 	0	 84.0 	 85.0 	0	 104.0 	 85.0 	0	 104.0 	 105.0 	0	 84.0 	 105.0 	0	
